Id,Subject,Theme,Topic,Subtopic
7e713c26-44df-411e-a80f-fae93f98e6fd,Chemistry,Chemical Reactions,Chemical Reactions in Essence,Bond Breaking and Formation During Reactions
7e8cca4b-70cb-4c6d-b1ff-6a27cd158ab2,Chemistry,Chemical Reactions,Reaction Rate,"Exploring Fast and Slow Reactions (eg, Burning, Rusting)"
7f64f9ab-ffda-47c9-943c-1c3d5e57a16e,Chemistry,Periodic law,Electron Loss and Gain,Losing or gaining electrons is the key factor in ion formation
7fb900e9-f60e-45e4-af1e-7f83877b4e73,Physics,Material structure,Rutherford's atomic Model,
7fd2ac73-2205-49fe-a8b4-2e41ee0910ad,Chemistry,Material structure,The number of protons in an ion,
80878548-39bf-4afc-9d19-b5077f563a47,Physics,The universe and its evolution,Possibility of Life Elsewhere,Habitable Planets
81edadd1-c046-4797-8839-48dc7baad1fe,Chemistry,Material structure,The electron configurations of the first 20 elements,
82b8cb8e-b92a-4c2e-ae49-a782f050630e,Physics,Light,Solar and Lunar Eclipses,
8403b1eb-af9a-4d72-a4b0-c2826568e98c,Physics,Optical Instruments,Lens Characteristics,Magnification
84119e6e-b2ac-4d14-8e64-3599c4a54b74,Biology,Eukaryotic Diversity,Kingdoms of the Eukaryotic Domain,"Explain the role of protists and fungi in nature.
"
85467d87-5c16-4366-9494-ab8de622b9de,Physics,Radioactivity,Types of Radioactivity,
857e09b7-c315-4bc5-8055-b930a1df8009,Biology,Plant Reproduction,Asexual (vegetative) reproduction in plants,
85f6b8f8-a064-4162-b9ab-154c347eb44f,Biology,Plant Structure,Seeds,
866e0925-3c48-4e9d-9e8f-984d81d974e9,Chemistry,Chemical Bonding ,Comparison of Ionic and Covalent Compounds,Solubility in Water (20°C)
871a2ec0-0658-4926-9266-766e0b1a3238,Physics,Sound,Doppler Effect,
87484eed-f6d4-4f8f-b3d0-e3961f0ef5c7,Biology,Invertebrates,Indicate the role of invertebrates in nature,
87f72282-4697-43eb-be02-042d23037af3,Physics,Optical Instruments,Lenses,
88410aa0-6884-4b93-b87e-376ddf5f7ee8,Chemistry,Periodic law,Periods and Groups,The organization of the periodic table
8851e02a-9328-40c5-b808-fbb0ff1a9c91,Physics,The universe and its evolution,Big Bang Theory,
89b7c335-f9e6-4083-b95a-34933e38068a,Biology,Ecosystem stability,Biodiversity Conservation Importance,The purpose of the Lithuanian Red Data Book.
8a49f267-2924-4e38-b55c-68baaa4c506f,Biology,Plant Structure,Stems,the functions
8a92707b-2fc3-4520-a8da-b130ae2cfeba,Physics,Sound,Sound Reflection,"Examples of how sound reflection is used (e.g., sonars)."
8abdb887-10e2-4b96-bcc4-3b6dd8fb1327,Physics,Material structure,Thomson's atomic Model,
8afb4d84-41a5-4db4-a679-212b46739cd9,Physics,The universe and its evolution,Stellar Evolution,Star Birth
8b71766f-e57b-409e-a2ca-03f775a85f29,Biology,Evidence of Evolution,Embryology - Embryonic Similarities,
8b813d31-d78f-41b5-8971-00b8b9731a13,Physics,Sound,Importance of Two Ears,Explain how two ears help us perceive the direction of a sound source.
8c278a6b-1c96-444d-9bc0-65de97215a62,Physics,Light,Lunar Eclipses,Causes of lunar eclipses.
8c66f854-eddb-4313-8d39-0aa17b0648c7,Biology,Eukaryotic Diversity,Kingdoms of the Eukaryotic Domain,"Identify representatives of the fungal, protist, plant, and animal kingdoms within the Eukaryotic domain based on their characteristic features."
8e672800-5015-402a-8376-b859123d07d4,Biology,Cell Structure and Function,Plant and Animal Cell,Mitochondria: Cellular respiration
8e8a9b92-e0e7-447f-bedd-b70095e3dd9e,Chemistry,Chemical Reaction Energy Transformations,Energy Changes in Reactions,Energy Released During Bond Formation
8f4cc205-2e12-4a6a-8b4a-48cf0c7ce31d,Physics,Light,Reflection of Light- Mirror Surfaces,
8f71c933-96e5-439f-a73f-56b828988a5b,Physics,The universe and its evolution,Stellar Evolution,Stellar Death
900db304-6696-40bc-b22c-abac27e9c80e,Biology,Diversity of life,Organism Identification,How to use taxonomic ranks to identify organisms.
90b866b8-2989-4300-8965-c8a24ca45837,Biology,Diversity of life,Purpose of Classification,Reason why organisms are classified.
9285e473-84a8-4a76-bbbe-ed3edd2eb7d6,Physics,Types of Nuclear Reactions,Fusion,The release of energy during nuclear fusion.
92cb8be8-02dd-4ab8-8f28-16847aaebf02,Chemistry,Chemical Bonding ,Comparison of Ionic and Covalent Compounds,Explaining Differences and Similarities
92d7eaba-e7e7-42ce-a40e-457c14aa2f12,Physics,Sound,Types of Sound,
92dd38cc-753c-4efc-bfe7-894056d8e835,Physics,Light,Shadows,How shadows are formed.
939d97eb-e19a-4b9d-b7fc-060fc72a2036,Physics,The universe and its evolution,Redshift,
9404bbdb-71fb-4ba2-bdb9-233802281128,Chemistry,Chemical Bonding ,Ionic Bonding,Formation Process
9412c428-c5e8-40e9-84dc-bca0cc503056,Physics,Radioactivity,History of Radioactivity Discovery,
94bf272c-4251-4b6a-8c5c-452b9acdce79,Physics,Material structure,Positive Ions,
958bccb6-2f23-41ab-9367-0db278200a27,Chemistry,Chemical Bonding ,Comparison of Ionic and Covalent Compounds,Physical States (20°C)
95c074e8-48de-4fa7-bc7a-08b3999faefd,Physics,Material structure,Nucleus,
9667d05b-fb28-47b3-864e-62241069979a,Physics,Sound,Sound Propagation - Vacuum,
971ea98e-d91d-4961-96db-daf7d7b719dc,Chemistry,Material structure,Relative Atomic Mass - Calculation,
97499e62-fc9c-40e3-816f-4a3588ede7ac,Chemistry,Chemical Reaction Energy Transformations,Energy Changes in Reactions,Energy Required to Break Bonds (Overcoming Attraction)
974c43a1-cdf4-45d2-829f-a0c41ecd27b9,Biology,"Ecosystem ",Community Change,How human activity can cause community changes.
99e030bd-ea2d-486d-ad8f-e8ddf362f47b,Physics,Sound,Sound Reflection,
9b435d10-6795-4d96-b8e7-9b08ef63b66a,Biology,Transport in Plants,"Transport processes in plants: diffusion, osmosis, photosynthesis",
9b84bb20-b25c-47fe-a1bc-6fa8bb5e6495,Physics,Optical Instruments,"The instruments that utilize lenses (magnifying glass, eyeglasses, binoculars, camera, microscope, projector, telescope).",
9c83f48f-d271-431b-b6ed-7e5e396c21e4,Biology,Cell Structure and Function,Plant vs Animal Cell,"Differences: Cell wall (plants only), chloroplasts (plants only), central vacuole (plants only)"
9cd0f0bf-c359-4905-aaec-ef2de217cb39,Physics,Sound,Importance of Two Ears,
9d0683fc-9e2a-4e57-9891-380a765c9c24,Physics,Sound,Importance of Two Ears,How two ears improve hearing acuity.
9d6cd245-434a-4edc-b0ac-cb73b365e681,Physics,Optical Instruments,Lenss types,Differentiate between converging and diverging lenses
9de10783-b6c2-48f8-9190-2ddc053e608b,Biology,Biotechnology,Classical Biotechnology,"Discuss the production of fermented products (bread, cheese, vinegar, yogurt, kefir) using microorganisms."
9e1b783c-705f-44a6-ac81-f64cfd3ef317,Physics,Material structure,Electrons,
9f77e6e1-c3b1-4e37-9ba7-7e234ed6b116,Physics,Material structure,Nucleus - neutrons,
a053e10d-0754-4607-a5b0-2511d07cca5c,Physics,Light,Illuminance,
a1550b57-9f05-47b8-aa58-6348e8e24e64,Biology,Cell Structure and Function,Plant and Animal Cell,Chloroplasts: Photosynthesis
a17ac4bf-4e0b-4d3c-bd7b-f23fe49cad13,Physics,Sound,Sound Measurement- Hertz,
a1e89063-3c89-427a-a1da-29002333d1de,Physics,Optical Instruments,Vision Correction - Farsightedness (Hyperopia),The cause of farsightedness
a22af8fe-b22e-47c5-b686-0cf72b89952e,Physics,Sound,Sound Characteristics- Frequency,Frequency relation to sound pitch.
a416e973-c743-4887-86db-af41734593db,Chemistry,Chemical formulas,Relative Molecular Masses,Calculating Relative Molecular Masses
a5a4c407-1ea5-4fd2-a9ef-f0152ee67353,Chemistry,Chemical formulas,Empirical Formulas,Definition and Significance of Empirical Formulas
a5e6e97d-9f3d-4d5e-acc7-18d6803d4719,Biology,Ecosystem,Ecosystem Relationships,
a634c053-9ad8-40f1-83c3-dbf928731cc3,Biology,Diversity of life,"The taxonomic ranks used for plants and animals: domain, kingdom, phylum or division, class, order, family, genus, species",
a6a16001-c130-4bf6-b848-0072a43d6030,Biology,Cell Structure and Function,Plant and Animal Cell,Nucleus: Storage of hereditary information
a6bab94b-7b28-4d79-93b2-fa057c01a135,Biology,Invertebrates,Types: groups features allow the animals to adapt to life in different environments,
a753220e-5cca-43c6-9f4c-46109d776f12,Physics,Material structure,Electrons,The movement of electrons around the nucleus.
a7a5c37e-0533-4dc9-b3c4-eb8a009d2563,Biology,"Ecosystem ",Community Change,Human Activity
a8bc9440-4d5c-439d-aeae-e173d75740a3,Chemistry,Chemical Bonding ,Chemical Safety,Safe Handling Practices
a8f97727-8278-4b4e-a510-a6bbd4baa34e,Chemistry,Material structure,The number of electrons in an ion,
a900a979-5a40-4ac5-82b7-4558e4628f71,Chemistry,Material structure,The number of protons in an atom,
a9b2daed-4507-4e9b-af4f-efe342c653a9,Biology,Cell Structure and Function,Bacterial Cell,Capsule and cell wall: Protective function
aa1f567a-baa6-4cac-be92-079366fa1161,Physics,Types of Nuclear Reactions,Fusion,CERN Programs
aa33a77e-4023-4e20-bf0a-62f6a45cbf34,Chemistry,Material structure,Electrons,
aa5f0543-2a4b-4242-bf15-130956d40c77,Physics,Radioactivity,Effects on Living Organisms,
ab192df4-f147-41c4-b870-cdb7ae1b5d51,Biology,Evolution,Darwin's Theory,Explain inheritance
ac017158-bbcb-425f-9c2b-1be35b7f751f,Chemistry,Chemical formulas,Types of Chemical Formulas,Structural Formulas
ad453047-4e79-44d5-9533-67f47fe511d5,Biology,Heredity and genetic variation,Chromosomes and genes,A gene is a region of a chromosome that contains information about an organism's traits.
ae1bce47-0ade-44e6-882d-bb8bbd51652f,Biology,Evidence of Evolution,Origin of Life,
af08ec45-bc63-4285-8511-e748a28ee67c,Chemistry,Periodic law,Periods and Groups,
af996863-fea3-4b3e-8f81-0999ce844141,Chemistry,Chemical Reactions,Stoichiometric Calculations,Calculating Mass Percent (w/w%) of a Component in a Mixture or Solution
b03d6468-2c0e-494a-aa2b-9bf9b7dc49c5,Biology,Evolution,Darwin's Theory,Adaptation examples
b0695e61-6e4a-4257-97dd-de6da2534929,Physics,Sound,Sound Characteristics- Intensity,
b098f438-7796-4388-81d4-ed7da7723078,Physics,Light,Dispersion of Light - Spectrum,The separation of white light into a spectrum.
b0d21b17-401e-419f-9a10-35f1d5807ec0,Biology,Invertebrates,the role of arthropods in nature,
b15f84ec-f6f5-464a-8689-2244ed7bba27,Chemistry,Chemical Reaction Energy Transformations,Exothermic and Endothermic Reactions,Classifying Reactions Based on Heat Change (Exothermic vs. Endothermic)
b1739b98-8cd9-42df-9c73-dd36618e54f0,Chemistry,Chemical Bonding ,Electronegativity,Using Electronegativity Difference for Bond Type
b1babffd-65c5-475d-a689-a96425ece0f0,Biology,Ecosystem,Ecosystem Relationships,Describe the interrelationships in ecosystem.
b262ccb6-527a-442a-9c49-c4b1cb461b84,Chemistry,Chemical Bonding ,Covalent Bonding,Examples of Covalent Compounds
b27154f7-930a-46fc-aad4-2bcf8d7ab808,Biology,Viruses,Virus Structure,
b2c26a16-9d87-49ef-8db6-9975bcd32200,Biology,Cell Structure and Function,Bacterial Cell,Plasma membrane: Transport of materials
b32d07fd-c330-4efb-aa00-27e167b0e78e,Physics,Sound,Sound Sources,Natural sound sources
b3a521f1-32c4-4d39-8850-6d6d3a76e848,Chemistry,Chemical Reactions,Reaction Rate,"Effect of Concentration, Temperature, Surface Area, and Catalyst"
b490aade-0d22-4e51-9844-776b6063726a,Biology,Plant Structure,Seeds,the functions
b4e31f90-eea4-4496-8025-c339ab2f132d,Biology,Evidence of Evolution,Comparative Anatomy - Analogy,
b6525ed6-4007-4d1f-8669-b969bd7ed76b,Physics,Sound,Sound Applications- Echolocation,
b6955708-61d7-4d5b-83fe-0694f97fcdfa,Biology,"Ecosystem ",Human Population Impact,Solutions to reduce the negative impacts of a growing population.
b71537c7-4e08-43f8-b2e7-6c7061a64de8,Physics,Material structure,Ionization phenomena caused by light and heat.,
b73a802c-b2d2-4bd7-ad9b-f5bcbca64f50,Chemistry,Chemical Bonding ,Valence,Definition
b79197db-5b0a-4799-b6cd-33d065efaad7,Biology,Evolution,Species Diversity,
b7b2f213-23d7-4d90-8867-ddb001894139,Physics,The universe and its evolution,Stellar Evolution,
b7ba3311-d94e-4012-a081-d16a4eb4848d,Biology,Cell Structure and Function,Bacterial Cell,Cytoplasm: Cellular filling
b89cae8a-2723-454e-8d1f-75a1ad3e3e0c,Physics,Light,Dispersion of Light,
b8a99ad1-ad0f-4bee-899b-50bbb5086768,Physics,Material structure,Negative Ions,
b8ca0799-4d1d-45e6-b67b-d3a703ae6c4c,Biology,Transport in Plants,Transport processes in plants: osmosis,
b8d700e8-3185-4b63-a835-7367a593a45d,Chemistry,Chemical Reactions,Oxidation-Reduction Reactions,Writing Half-Reactions for Oxidation and Reduction
b918d3ce-1128-4ade-a195-ff3cba3f9a22,Chemistry,Chemical Reactions,Chemical Reactions in Essence,Reactant Particle Collisions
b9815130-fc52-4b99-b41d-0b2ae6b4eba4,Chemistry,Periodic law,Nonmetals,Physical properties
b9c4613d-df78-46b4-920a-40b95b030e84,Physics,Sound,Doppler Effect,"Applications of the Doppler effect "
b9fdb380-4450-460b-b0ca-17d222acaaa5,Physics,Light,Dispersion of Light - Color Distribution in Spectrum,Relation to frequency.
bafad499-5288-47de-b654-9c6f79fe9c42,Physics,The universe and its evolution,Expansion Law,Hubble's Law and its importance in cosmology.
bb1a45f7-f60f-4baf-afc6-88bce50cfe47,Biology,Evidence of Evolution,Tree of Life - Monophyletic Origin,
bb62adde-8ff4-4529-984e-8dbb83ea8632,Chemistry,Chemical Bonding ,Covalent Bonding,Properties of Covalent Bonds
bb8a33f5-5aef-4708-8498-3c2e0eb17027,Physics,Optical Instruments,Binoculars,Structure
bba80216-9320-4310-a03a-6f08ae5d59d7,Biology,Ecosystem,Ecosystem Relationships,Describe the energy flow processes within an ecosystem.
bc11141b-73dc-4cd5-8caf-0f96a8affd37,Biology,Evidence of Evolution,Molecular Biology - DNA Sequences,
bc35a1ad-2608-42c9-abe5-f39f25eb64fe,Physics,Optical Instruments,Vision Correction - Farsightedness (Hyperopia),
bc62ffd0-9ee4-46f9-92f5-1d2905f030bf,Chemistry,Periodic law,Nonmetals,Location in Table
bc718710-21bd-4706-a1f5-55b9c9a53abf,Chemistry,Chemical Bonding ,Ionic Bonding,Examples of Ionic Compounds
bc988d02-b63c-4b05-a317-d4a178e7c71f,Physics,Radioactivity,Background Radiation,Measurement
bca46d70-1c20-4e94-b32c-1d2f4b8cbe14,Biology,Transport in Plants,Vegetative Organs,
bd139cb5-c6d7-47f8-b179-70861ab5a440,Chemistry,Periodic law,Metals and Nonmetals," Reasons for Property Differences "
bd2923eb-b0db-4578-bf07-061461de842f,Physics,Material structure,Atom,
bdf8f22f-0224-456d-a30b-bed00e3e9fbd,Physics,Optical Instruments,Lens Characteristics,
be552f03-e08e-47c5-8828-063d02bf2dc5,Biology,Transport in Plants,Transport processes in plants: photosynthesis.,
be9c6620-de92-4e7d-9757-f7ad2df76efb,Biology,Plant Structure,epidermis tissue,
bf566fab-e834-4b8e-a884-6afa1f76219f,Biology,Evolution,Human Evolution,The stages of hominid evolution and important fossil finds.
bf6f0c2f-c1ae-4ae0-a368-f964a69d197d,Biology,Plant Reproduction,Pollination and Seed Dispersal,
bfa61558-a797-4ad3-9751-fab0418736e3,Physics,Sound,Sound Characteristics- Frequency,
bfc8c0bd-ae54-4da5-bfe7-412b785b8d71,Physics,Light,Reflection of Light - Refractive Index,
bff56ec3-2be6-460c-9441-19b6c7686d3c,Physics,Sound,Sound Measurement- Decibel,
c06915a6-991c-42db-b075-774ec0983fd3,Biology,Vertebrates,The respiratory systems,
c096e483-1754-46b1-847d-751f033b6ff2,Physics,Radioactivity,History of Radioactivity Discovery -E. Rutherford's Work,
c195327d-3d63-4ebd-be64-9e1ce5d80c52,Physics,Light,Reflection of Light- Mirror Surfaces,"List different types of mirror surfaces (flat, convex, concave)."
c1d560fa-889a-4f83-8b1d-d648a74cc818,Biology,Viruses,Virus Structure,"Use models to teach students about virus structure. "
c266803d-6afe-43ca-a372-fbf1681d71c7,Physics,Sound,What is Sound,
c28ffd5b-6d71-47be-990a-9c7fbe0b7ee4,Chemistry,Chemical Bonding ,Chemical Safety,Recognizing Hazard Symbols
c445c871-b105-44fc-ad8f-b17ece2e0426,Chemistry,Chemical Reactions,Oxidation-Reduction Reactions,Determining Oxidation States in Binary Compounds
c44763a9-b3c8-4fef-860c-58a79deddf64,Biology,Evolution,"Fossils ",Dating - how fossils help determine geological time and the evolutionary history of life.
c4c5c901-75d8-4040-8741-f0dc07d1a45d,Physics,Sound,Sound Characteristics- Amplitude,Amplitude relation to sound loudness.
c5362650-ce29-4c57-bbf8-e31a0935dc5c,Chemistry,Chemical formulas,Types of Chemical Formulas,Molecular Formulas
c5400515-f9fb-45ba-86fe-a294860753c8,Chemistry,Chemical Reactions,Law of Mass Conservation,Atom Count Conservation in Reactions
c57d77d1-e4d7-4282-8a89-d90e5498ce97,Physics,Optical Instruments,Lenss types,
c6e33198-fa74-48cc-871f-fb57196c0983,Chemistry,Chemical Bonding ,Lewis (Dot) Structures,Representing Ionic and Covalent Bonds
c72e5f88-d8e6-4232-a573-2ca925822b52,Biology,Evidence of Evolution,Embryology - Ontogeny and Phylogeny,Haeckel's biogenetic law (ontogeny recapitulates phylogeny) and its limitations.
c74f87ad-d447-4225-ac38-a850c39a1c46,Biology,Ecosystem,Ecosystem components,Living and nonliving components within an ecosystem.
c763666b-b276-4925-a868-dc99f7c06581,Chemistry,Chemical formulas,Types of Chemical Formulas,Understanding Symbols and Subscripts in Formulas
c7745f27-8993-4fca-8494-5f52a6237b58,Biology,Evidence of Evolution,Embryology - Ontogeny and Phylogeny,
c82f15fd-30f1-46dd-bdb8-29aefabcf347,Physics,The universe and its evolution,Structure of the Universe - Stars,
c85b12f9-2ec0-4f3d-a33e-9a4f97ef2d2c,Physics,Material structure,Electron Charge,The properties of the electron's charge.
c9b8ffeb-c78c-46ac-814f-a1b2235b51c1,Biology,Invertebrates,Types,
ca754baf-cd07-4c62-9096-5694187e3d35,Chemistry,Chemical Bonding ,Valence,Determining Valence from Electron Configuration
cab028dd-f70e-4601-83ed-1ac2e5ddb73d,Chemistry,Material structure,"Relative Atomic Mass ",Definition
cb0ac85a-c196-4b53-9ccf-2fe69ca25195,Physics,The universe and its evolution,Structure of the Universe - Nebulae,The types of nebulae and their role in star formation.
cb2202af-2e1e-4e6f-bfc6-717d8354bc80,Biology,Science of Ecology,Definition,Ecology as the science that studies the relationships between living organisms and their interactions with the nonliving environment.
cc3dedb5-8201-485c-b6dc-900bc070fb05,Physics,Demo,Demo,Demo
ced5e74f-6346-43fe-942a-d87ea0eaf4c8,Biology,Plant Reproduction,Pollination and Seed Dispersal,The importance of pollination and seed dispersal for ecosystems.
cee30980-5943-444a-87d2-2b1ef237236e,Biology,"Ecosystem ",Community Change,Seasonal Changes
cf620015-6225-4d6a-8688-0f0e4ad812b5,Physics,Sound,Sound Diffraction,
cf966903-6387-437d-a24a-55ead4bcc8b3,Biology,Food Chains & Webs,Biodiversity & Stability,Feeding relationships influence ecosystem biodiversity and stability.
d028e121-8af6-4e3c-a286-4d319b1ec5df,Chemistry,Material structure,The properties of the nucleus,
d092a152-a62d-4a67-87d0-87f35e116d35,Physics,Light,Reflection of Light - Optical Fibers,
d2774040-8fb0-4cab-9ff1-c47e7b79ba49,Physics,Sound,Sound Diffraction- Bending,Examples of sound diffraction.
d3578d57-4571-48fe-a70e-85910045bc61,Physics,Radioactivity,"Applications in Medicine of Radioactive Isotopes ",
d39794ec-02e4-4564-9599-cc5528325d05,Chemistry,Chemical Bonding ,Ionic Bonding,Definition
d474314f-d868-46e4-851c-58cc4318b4b0,Biology,"Ecosystem ",Interspecies relationship types,predator and prey
d50184b3-3df8-4770-810b-47f3c2f4ed78,Physics,Sound,Types of Sound- Audible Sound,The frequency range of audible sound and its importance for humans.
d600db78-e972-418e-84a6-e39df80d7e4d,Physics,Light,Dispersion of Light - Color Distribution in Spectrum,The distribution of colors in the spectrum
d6ac204f-6147-4eb0-a18d-295fb33f4c24,Physics,Sound,Sound Applications- Echography,The principle and medical applications of echography (ultrasound imaging).
d73f0952-3cb6-4dcc-8d0f-7de2c2867163,Chemistry,Chemical Bonding ,Molecular Structure Modeling,Determining Molecular Geometry from Formula
d7ebd822-7a28-4699-bf95-35abb0c28ff2,Physics,Radioactivity,"Applications in Scientific Research of Radioactive Isotopes ",
d822a4f6-56f8-4776-bd4d-47813572f524,Physics,Material structure,Positive Ions,The mechanism of positive ion formation.
d8395c03-0813-4a6b-8586-fdcabd455731,Chemistry,Chemical Bonding ,Lewis (Dot) Structures,Drawing Lewis Structures from Chemical Formulas
d8cec66e-0dcb-40a3-9f42-3f7d4f29068c,Physics,Material structure,Elementary Charge,
d8cf6ea6-8307-4e30-bf19-bf45d2d125fa,Physics,Optical Instruments,Telescopes,Types
d8e12867-d26c-45c1-9abc-f51064ab7903,Physics,Radioactivity,Radiation Pollution - Sources,
d94bb7f1-595e-4740-a99b-3d3101c77c23,Biology,Plant Structure,vascular tissue,
da2a397b-bd13-48d1-8ee8-2cba4a7c3832,Biology,Cell Structure and Function,Structural Levels of an Organism," Cell, Tissue,  Organ, Organ system, Organism"
daa045db-a119-4cfb-8572-805fe4025334,Chemistry,Periodic law,Electron Loss and Gain,
db145c4a-5a3d-4938-a24d-87d4e028e9c2,Biology,Evidence of Evolution,Phylogenetic Tree,
db883149-8a86-4279-a194-1c9c41a81419,Physics,Radioactivity,History of Radioactivity Discovery - M. Sklodowska-Curie's Work,
dba41523-7ed2-454c-904a-6d01beb0a2c5,Chemistry,Material structure,Relative Atomic Mass,
dbd89da7-8914-4e64-abdb-bf397bbb5603,Physics,The universe and its evolution,Stellar Evolution,Supernovae
dbe2251d-197d-414b-b247-aceee9f01fa7,Chemistry,Chemical Bonding ,Electronegativity,Electronegativity Difference
dc25b546-dfda-4356-a3fe-2b5f25026be1,Physics,Theme,Sound Sources,Artificial sound sources
dca6b973-7dc1-4111-9245-ad46d6b0860f,Physics,Sound,Sound Diffraction- Bending,
dce7bb98-cb51-4d91-9f89-2785989f25cf,Biology,Evolution,Species Diversity,Origin of Species
dd227d3b-6ca9-4cfd-96a0-d60cf1efcaa1,Chemistry,Periodic law,Metals,Chemical properties
dd6cb0fb-3f9c-45fb-9159-5b35aba7b476,Chemistry,Material structure,The properties of the electrons in an atom,
dd9a19c2-d8d6-423d-81ce-c9857604fbbf,Biology,"Ecosystem ",Interspecies relationship types,
ddddb12c-8cef-4bbc-a7f7-b08ac4a552a3,Physics,Sound,Sound Diffraction- Bending,The phenomenon of sound bending around obstacles (diffraction).
dde25201-73a1-4fd0-806a-0158c7bf57df,Chemistry,Material structure,The number of neutrons in an ion,
dde69de3-3f08-49af-a92e-864cc2e2f8ff,Biology,Evidence of Evolution,Comparative Anatomy - Homology,
df42456a-eb88-4aec-b68d-fa6328581463,Physics,Optical Instruments,The Eye,
df4dd7c9-6485-4bf7-b4ce-69b2ed066bbc,Physics,The universe and its evolution,Stellar Evolution,Main Sequence Stars
dfabced8-fd7a-4de0-a9e3-6da370e2ca82,Biology,Invertebrates,"Identify representatives of arthropod classes living in Lithuania: crustaceans, arachnids, insects",
e007cea5-f752-4cb7-a92b-59548384ccc5,Physics,Optical Instruments,Vision Correction - Nearsightedness (Myopia),The cause of nearsightedness
e03609be-c04c-4c62-8234-8802a1baf79f,Physics,Types of Nuclear Reactions,Fission,The consequences of a critical situation arising from negligence in nuclear power plant operation.
e048bb8f-65df-471c-aa2c-750731bda7e8,Physics,The universe and its evolution,Big Bang Theory,Age of the Universe
e0df46e0-b69d-47aa-af89-6686025376f9,Biology,Evidence of Evolution,Paleontological Data,Transitional Fossils
e0f731cc-9c09-4383-8e8f-e216e4245024,Biology,Plant Reproduction,The flower as a sexual reproduction organ,
e10ed4cc-42e5-4a04-b049-777ef6885f75,Physics,Types of Nuclear Reactions,Fusion,
e162bc28-8df9-448b-a5b8-a7546be634ad,Biology,Ecosystem stability,Biodiversity Conservation Importance,
e2eb24f7-bdc9-4ca5-bba9-b7cea6b20200,Chemistry,Chemical formulas,Types of Chemical Formulas,Differentiating Between Formula Types
e3db78d2-eea0-4d6e-9650-14ce93ae7d87,Chemistry,Material structure,Nucleus,
e43f2c6d-9d68-4a3f-a0d1-9d7d1b2e05b2,Physics,Radioactivity,Beta Radiation,
e4932989-5996-4a95-a0f4-5bef87b7ac1a,Biology,Plant Structure,Flowers,the functions
e50e71f2-0a23-499d-83fa-f49e6212a839,Chemistry,Periodic law,Valence Shell,The properties of Group 1 (IA) metals and explain their similarities
e5ef6c6a-1c0c-42e8-8021-80985d266f6a,Biology,Diversity of life,Purpose of Classification,
e661f736-5245-4414-b1af-6fa8a4b0011d,Chemistry,Periodic law,Metals,Physical properties
e6d3d47d-81b9-4812-9d79-d5477c19e29e,Physics,Light,Light Propagation,
e7bdc5f3-269b-459d-a737-a297a5b071c8,Physics,Light,Transparent and Opaque Materials,The color of transparent and opaque objects.
e88cb540-ef1e-4f1f-8bb9-896f0aff0dcf,Biology,Ecosystem,Ecosystem Definition,
eab15dcf-2721-47e0-8a8d-7e9ac109646d,Chemistry,Periodic law,Metals and Nonmetals,
eb40c138-4186-4a5d-b5b2-67353d9fdafe,Biology,Invertebrates,the external anatomical features of arthropods animal groups,
eba5244b-877c-4cbe-a0ae-3c624514f5c4,Biology,Mitosis and Meiosis,Importance of Mitosis,
ecc00d1e-4c91-4b99-8913-1d2c0af61928,Biology,Transport in Plants,Transport processes in plants,
ee01b42b-d2db-4e1a-b842-a5d0f679f927,Biology,Evidence of Evolution,Origin of Life,Chemical Evolution
efb3b65b-bfae-4394-9eca-3e7d74a21dc0,Biology,Cell Structure and Function,Plant and Animal Cell,Plasma membrane: Transport of materials
f0243fce-47cc-428b-a560-6941032f59ec,Physics,Types of Nuclear Reactions,Fission,The actions that should be taken in the event of a nuclear power plant accident.
f0bf0b83-dc09-44b1-917e-2d5b243ae384,Chemistry,Periodic law,"Metals ",Location in Table
f16c0cd9-a3dd-4157-91ae-b0d59e3210c5,Chemistry,Material structure,"Protons, Neutrons, and Electrons",
f20abab6-82ce-49b5-a1c7-5576460a2181,Chemistry,Chemical Reaction Energy Transformations,Exothermic and Endothermic Reactions,Principles of Heat Pack and Cold Pack Applications
f3b30907-985f-4ba0-9657-eec5117cabc5,Chemistry,Chemical formulas,Chemical Formulas of Simple Substances,Explaining Symbols and Subscripts in These Formulas
f53025ac-a11b-4d65-9f6e-5e2275f41a7c,Chemistry,Periodic law,"Essence of the Periodic Law ",Electron Configuration
f5f9a94e-a755-40fc-ac0a-2f1d65076f1b,Biology,Transport in Plants,The adaptations of roots and leaves to function under different growing conditions,
f78ebe57-9d2b-4091-901c-9fbffa40de18,Physics,Light,Transparent and Opaque Materials,
f7da7687-86c6-441f-a33c-5ad3cc26d56d,Physics,Optical Instruments,Image Formation with Lenses,
f80a9bf3-7af3-40db-bfa0-7e48d1b93d6c,Chemistry,Chemical formulas,Chemical Element Symbols and Subscripts,Learning Chemical Element Symbols
f8278a38-ba7e-4ab2-a591-9a3324f280b0,Biology,Cell Structure and Function,Plant and Animal Cell,Cell wall: Protective function (plants only)
f82cfb43-c1ae-44f8-9fe2-16018ca36b92,Physics,Optical Instruments,Astronomy - Methods,
f876b028-1d67-4dcc-aac7-a3d8fe741b24,Physics,Optical Instruments,Lens Characteristics,Focal Length unit
f8d27761-4074-4f47-a962-80e0923b1585,Biology,Evolution,Darwin's Theory,Explain struggle for existence
